sr,activity_id,sr_problem_description,component_area,final_service_action_code,service_request_number,action_code,activity_type,activity_type_std,asset_install_date,cause,component_subsystem,component_sub_area,corrective_repair_flag,installed_country,modality,modality_grouping,current_modality,problem.1,problem_code,problem_duplicated,problem_found,psi_code,resolution_code_action_taken,service_request_status,service_request_type,service_request_type_std,date,time1,sr_close_date,sr_error_description,sr_error_flag,date,time2,sr_open_date,system_id
3031,a1K8b00000QUiwuEAD,CCB// Access Classic // Equipamento apresentando erro ao iniciar. Não permite realizar exames.,,,7451635,,Field Service,Field Service,DEC-02-2013,-Tube arcing;,Magnet,,Y,Brazil,MRI,,,CCB// Access Classic // Equipamento apresentando erro ao iniciar. Não permite realizar exames.,,,#NAME?,CSPE59,"-Verificado scan abortado pelo scanner;;-Executado troubleshooting e verificado tube spit -> Falha no tubo de Rx;;-Executado procedimento de substituição de tubo (troca mecânica, alinhamento e calibrações) conforme manual de serviços;",Closed,Corrective Repair,Corrective Repair,21-08-2018,20:41,21-08-2018 20:41,,VALID,21-08-2018,04:28,21-08-2018 04:28,CT330475HM5
3032,a1K8b00000QUwruEAD,No da rayos,,,7473856,,Field Service,Field Service,NOV-10-2016,Tubo d Rx,Magnet,,Y,Colombia,MRI,,,No da rayos,,,Aborta scan,CSPK07,Se diagnostica daño en tubo de Rx ;Burbuja dentro del tubo;Se realizacambio de tubo de Rx se hacen ajustes de BOW ISO HOT ISO COLIMADOR Y FASTCAL,Closed,Corrective Repair,Corrective Repair,21-08-2018,12:51,21-08-2018 12:51,,VALID,21-08-2018,04:57,21-08-2018 04:57,CT428982HM3
3033,a1K8b00000QVdLXEA1,Se solicita configurar nuevo PACS y cambio de nodos,,,7535523,,Remote Service,Remote Service,FEB-19-2019,New configuration,Tube,,Y,Colombia,CT,,,Se solicita configurar nuevo PACS y cambio de nodos,,,Configuracion de nuevo Work list y pacs,CSPE90,Remotamente configure los nuevos nodos,Closed,Corrective Repair,Corrective Repair,21-08-2018,13:48,21-08-2018 13:48,,VALID,21-08-2018,05:03,21-08-2018 05:03,CT4137CO
3034,a1K8b00000QVi2XEAT,System no reboot for more than 8 days,,,7541223,,Remote Service,Remote Service,MAR-11-2020,8 days without reboot,Detector,,Y,Argentina,CT,,,System no reboot for more than 8 days,,,8 days without reboot,CSPK12,"Review booting dates, confirm detection, message sent to console operator",Closed,Corrective Repair,Corrective Repair,21-08-2018,02:37,21-08-2018 02:37,,VALID,21-08-2018,06:02,21-08-2018 06:02,CT2699AR
3035,a1K8b00000QVcixEAD,Premium//Ruido muito alto vindo do guentry,,,7534310,,Remote Service,Remote Service,SEP-14-2010,Abortando raio-x.,Host machine,,Y,Brazil,MRI,,,Premium//Ruido muito alto vindo do guentry,,,Ruido muito alto vindo do guentry,CSPD12,09/Set - Realizada conferencia com o cliente Sr. Antonio que relatou falha intermitente de raio-x e ruido alto ao fazer exames. Realizado acesso remoto com coleta de logs e analise de erros e de histórico de chamados.,Fixed,Corrective Repair,Corrective Repair,21-08-2018,12:13,21-08-2018 12:13,,VALID,21-08-2018,06:24,21-08-2018 06:24,1343498
3036,a1K8b00000QUizUEAT,"Equipamento nao grava cd, faz todo o processo mas o cd sai sem gravar",,,7457646,,Remote Service,Remote Service,JAN-21-2016,Not Applicable,Detector,,Y,Brazil,CT,,,"Equipamento nao grava cd, faz todo o processo mas o cd sai sem gravar",,,Equipamento apresentando falha ao Gravar CD/DVD.,CSPE55,"Realizado um ""RECONFIG"" do Sistema.
Testes de gravação realizados pelo Cliente ok - Info do Cliente Sr Alan (61)98612-9827",Closed,Corrective Repair,Corrective Repair,21-08-2018,04:57,21-08-2018 04:57,,VALID,21-08-2018,06:25,21-08-2018 06:25,CT411784HM2
3037,a1K8b00000QUHDsEAP,"Equipamento apresentando erro na reconstruçao e pede para desligar e nao libera exame.
 Image:NONE-NONE-NONE",,,7352867,,Field Service,Field Service,JUN-21-2011,"Hd no disk array com falha

RECON GPU falha ao inicializar

Host PC com defeito",Host machine,,Y,Brazil,MRI,,,"Equipamento apresentando erro na reconstruçao e pede para desligar e nao libera exame.
 Image:NONE-NONE-NONE",,,Falha no scan array,CSPG52,"Feito diagnóstico e constatado que o software não está inicializando devido a falha em um dos HDs do disk Array;;Foi solicitado um HD para troca;;04/08 - feito a troca do HD do disk array e feito LFC;;08/08 feito a troca da RECON GPU, testes com phantom e paciente OK;;Pelo período da tarde foi  eliminado mau contato na placa mãe e feito novo LFC.;;09/08 - Verificado no log de erro as seguintes falhas :;;- DC Bus out of Range;- Inverter gate command power supply;- rotor not at speed;- Touch sensor;- Slip ring down;- TGP lost communication;- Exposure interlock opened;- Falhas de Recon;- Buffer overrun na transferencia de dados do scan.;- falha intermitente de CAM A e B no colimador.;;Eliminado possibilidade de mau contato nas placas do Z800 no console, reconectado todos os cabos.;;Verificado as alimentações de entrada na PDU e reaperto nos conectores do HVDC e seus res.;;Aferido as conexões no circuito HVDC e de comunicação com a TGP no gantry.;;Constatado que o sensor do tilt está com trilha aberta, solicitado novo sensor.;;Feito limpeza nas trilhas do slip ring, aferido e aspirados as escovas.;;Constatado que o teclado esquerdo do gantry está prendendo botões, foi solicitado um novo teclado para a troca.;;Solicitado placa CCB e Colimador para diagnóstico.;;15/08 - feito a troca do host PCe LFC, feito diversos testes com phantom e não apresentou falha de recon",Closed,Corrective Repair,Corrective Repair,21-08-2018,16:21,21-08-2018 16:21,,VALID,21-08-2018,06:30,21-08-2018 06:30,1364533
3038,a1K8b00000QUlq6EAD,Falha de reconstrução,,,7457363,,Field Service,Field Service,DEC-30-2009,"VERB com defeito, proteção da janela do colimador com defeito.",Magnet,,Y,Brazil,MRI,,,Falha de reconstrução,,,As imagens não foram reconstruídas.,CSPG30,Substituído computador de reconstrução VERB. Também substituída proteção da janela do colimador.;Realizada reconfiguração do sistema.,Closed,Corrective Repair,Corrective Repair,21-08-2018,15:26,21-08-2018 15:26,,VALID,21-08-2018,07:31,21-08-2018 07:31,1293444
3039,a1K8b00000QUjz5EAD,"HBS // Após queda de energia, no break não esta funcionando e equipamento não esta ligando.",,,7449492,,Field Service,Field Service,OCT-03-2014,Contator Ktg da PDU.,Magnet,,Y,Brazil,MRI,,,"HBS // Após queda de energia, no break não esta funcionando e equipamento não esta ligando.",,,Continuação do atendimento iniciado em 16.Ago.2022,CSPD12,"Em visita ao site foi acompanhada a substituição do contator Ktg. Após procedimento equipamento foi ligado, funcionou normalmente solucionando o sintoma anteriormente observado.",Closed,Corrective Repair,Corrective Repair,21-08-2018,21:55,21-08-2018 21:55,,VALID,21-08-2018,08:12,21-08-2018 08:12,CT376494HM1
3040,a1K8b00000QUqF8EAL,Fallo de generacion de rx,,,7454897,,Field Service,Field Service,MAR-19-2020,Daño del tubo de RX. ; Defective part (please specify).,Host machine,,Y,Colombia,MRI,,,Fallo de generacion de rx,,,Fallo de generacion de rX.,CSEC11,"Se realizó el montaje del tubo de rayos x, reinicialización del Djinn, ajuste de corrientes y kilovoltajes, alineamiento del Tubo: Plano de rotación, BOW, ISOCENTRO. Centrado del filtro de radiación, ajustes del colimador, ajustes de calidad de imagen, ajuste del número CT. CON LO REALIZADO SE RECUPERA LA FUNCIONALIDAD DEL EQUIPO. ; Diagnosed ___ part as defective.",Closed,Corrective Repair,Corrective Repair,21-08-2018,02:11,21-08-2018 02:11,,VALID,21-08-2018,08:27,21-08-2018 08:27,CT62405BG6
3041,a1K8b00000QV9LKEA1,El movimiento de la mesa hacia afuera no lo da.,,,7389478,,Service Task,Field Service,SEP-28-2009,,Magnet,,Y,Mexico HQ,MRI,,,El movimiento de la mesa hacia afuera no lo da.,,,,CSPE26,Revisión de equipo por escalación. Se trabaja en el detector del equipo. Se adjunta correo al caso detallando las actividades realizadas.,Fixed,Corrective Repair,Corrective Repair,21-08-2018,20:39,21-08-2018 20:39,,VALID,21-08-2018,08:53,21-08-2018 08:53,664BRG2820300
3042,a1K8b00000QUjvtEAD,Se detiene la exploración de manera intermitente y aparecen artefactos líneas atravesadas,,,7458445,,Field Service,Field Service,JAN-29-2016,Tubo RX defectuoso,Detector,,Y,Argentina,CT,,,Se detiene la exploración de manera intermitente y aparecen artefactos líneas atravesadas,,,No dispara,CSPJ03,"Extracción de tubo, limpieza, cambio de set de capacitores, alineación y calibración de tubo",Closed,Corrective Repair,Corrective Repair,21-08-2018,09:15,21-08-2018 09:15,,VALID,21-08-2018,08:59,21-08-2018 08:59,CT421481HM3
3043,a1K8b00000QUeMQEA1,"No tiene comunicacion con el RPM, falta configuracion del Nodo.",,,7452578,,Field Service,Field Service,JUN-24-2016,Debido a cambio de HDD,Detector,,Y,Mexico HQ,CT,,,"No tiene comunicacion con el RPM, falta configuracion del Nodo.",,,Falta de comunicación con sistema Varian,CSPE84,Se realiza configuración de sistema,Closed,Corrective Repair,Corrective Repair,21-08-2018,18:20,21-08-2018 18:20,,VALID,21-08-2018,09:47,21-08-2018 09:47,CTBAVS15079
3044,a1K8b00000QV8waEAD,"Tudo aquecendo rapido, no segundo exame a maquina pede para aguardar enquanto resfria.",,,7500082,,Remote Service,Remote Service,NOV-11-2012,Procedimento de preparação do equipamento sendo executado fora das recomendações do manual de operações.,Detector,,Y,Brazil,CT,,,"Tudo aquecendo rapido, no segundo exame a maquina pede para aguardar enquanto resfria.",,,Equipamento pedindo otimização durante exames.,CSPE23,"Caso discutido com o cliente, Sr. Luidy Carvalho, para entender melhor o problema e coletar detalhes. Verificado histórico do sistema para problemas recorrentes. Conectado via insite. Analisado a configuração do sistema e logs de erros.
O cliente relata que a maquina está pedindo otimização nos exames logo no início da operação. Identifiquei que o cliente está realizando procedimentos a mais no inicio do dia. Ele aquece o tubo , calibra e depois aquece o tubo novamente. 
O cliente foi orientado seguindo as informações do manual de operações e a maquina ficará em observação.
31/08/2022 - Após dois dias de monitoramento o cliente seguiu as as recomendações e o problema foi solucionado",Closed,Corrective Repair,Corrective Repair,21-08-2018,03:34,21-08-2018 03:34,,VALID,21-08-2018,10:20,21-08-2018 10:20,CTSXCT00028
3045,a1K8b00000QUmlKEAT,Diagnose During PM - Problemas en el cable de alta tension,,,7461595,,Field Service,Field Service,MAR-29-2022,cambio del cable de alta tension,Tube,,Y,Peru,CT,CT,CT,Diagnose During PM - Problemas en el cable de alta tension,,,Se detecta deterioro del cable en el preventivo y se procede hacer el cambio de forma proactiva,CSPL63,"* Se realizo la solicitud del cable de alta tensión del hemit HV+ y tanque ya que en el preventivo se detectó deterioro y de forma proactiva se realizó el cambio 
* Equipo operativo",Closed,Corrective Repair,Corrective Repair,21-08-2018,09:17,21-08-2018 09:17,,VALID,21-08-2018,10:55,21-08-2018 10:55,CBDMG2100107HM
3046,a1K8b00000QUJj0EAH,No dispara,,,7360327,,Field Service,Field Service,AUG-29-2012,Posible pieza de colimador /software,Tube,,Y,Mexico HQ,CT,,,No dispara,,,No dispara,CSPE62,Se revisa el equipo y se comenta a usuario que ya se está da do seguimiento al mismo síntoma con otro reporte .se cierra por duplicidad,Closed,Corrective Repair,Corrective Repair,21-08-2018,21:19,21-08-2018 21:19,,VALID,21-08-2018,13:32,21-08-2018 13:32,CT427230CN8
3047,a1K8b00000QUTxIEAX,Se detectan artefactos con forma circular en los cortes de la imagen,,,7389510,,Service Task,Field Service,FEB-04-2019,,Detector,,Y,Mexico HQ,CT,,,Se detectan artefactos con forma circular en los cortes de la imagen,,,,CSEC12,"Revisión de imagenes, se encuentran artefactos en imagenes de cráneo. Se realiza limpieza de superficie del detector, limpieza interna del colimador y calibración detallada. Se corren diagnosticos al DAS sin problema.",Closed,Corrective Repair,Corrective Repair,21-08-2018,11:43,21-08-2018 11:43,,VALID,21-08-2018,14:26,21-08-2018 14:26,CT585956GE4
3048,a1K8b00000QV4U9EAL,VIP // Premium // Equipamento apresenta artefatos nas imagens.,,,7481206,,Field Service,Field Service,NOV-21-2011,desconhecida,Magnet,,Y,Brazil,MRI,,,VIP // Premium // Equipamento apresenta artefatos nas imagens.,,,Artefatos nas imagens de exames de abdomem.,CGS029,"nos exames or artefatos deixavam a  imagem granulada, mas no phantom conseguimos reproduzir um artefato circular, aonde conseguimos isolar na DIFB 9, desmontamos o DAS e reconectamos as placas, fizemos tbem um Swap da 6 com a 9, o defeito foi corrigido, fizemos uma calibracao e diversos testes.",Closed,Corrective Repair,Corrective Repair,21-08-2018,10:48,21-08-2018 10:48,,VALID,21-08-2018,15:01,21-08-2018 15:01,1347699
3049,a1K8b00000QUtIXEA1,"Premium// nao faz aquecimento do tubo o hardware nao esta disponilvel
 Image:NONE-NONE-NONE",,,7465945,,Field Service,Field Service,JUN-27-2013,Possivel oscilação de energia danificou a CCB.,Detector,,Y,Brazil,CT,,,"Premium// nao faz aquecimento do tubo o hardware nao esta disponilvel
 Image:NONE-NONE-NONE",,,Cliente relata que não consegue aquecer tubo.,CSPG47,"Verificado que placa do colimador, CCB, não estava se comunicando com a ORP, realizado troca da CCB e realizado calibrações conforme manual de serviço. 
Realizado teste, equipamento funcionando e liberado para uso.",Closed,Corrective Repair,Corrective Repair,21-08-2018,01:16,21-08-2018 01:16,,VALID,21-08-2018,15:36,21-08-2018 15:36,CT431824CN2
3050,a1K8b00000QTrbGEAT,Defeito de movimentação. Não desce ao acionar o pedal. Somente pelo Gantry. Problema reincidente.,,,7327304,,Remote Service,Remote Service,OCT-11-2018,Problema na mesa/pedais.,Tube,,Y,Brazil,CT,,,Defeito de movimentação. Não desce ao acionar o pedal. Somente pelo Gantry. Problema reincidente.,,,Defeito de movimentação. Não desce ao acionar o pedal. Somente pelo Gantry. Problema reincidente.,CSPL39,"Recommended Dispatch Comments
25/Jul - Realizada a conferencia com o cliente Sr. Erick que relatou erro intermitente nos pedais da mesa, os mesmo param de funcionar e não indicam erro nos sensores no display. Realizado acesso remoto com coleta de logs e analise de erros e de histórico de chamados.",Closed,Corrective Repair,Corrective Repair,21-08-2018,15:39,21-08-2018 15:39,,VALID,21-08-2018,15:54,21-08-2018 15:54,CJRBS1800019CN
3051,a1K8b00000QV9v3EAD,"Equipamento com problema em iniciar exame.

Hardware de exame nao esta disponível.",,,7500796,,Field Service,Field Service,FEB-17-2010,CABO DE INTERCONEXÃO ENTRE JEDI E HEMIT,Magnet,,Y,Brazil,MRI,,,"Equipamento com problema em iniciar exame.

Hardware de exame nao esta disponível.",,,"EQUIPAMENTO APRESENTA ERRO PARA INICIAR SCAN, NÃO HABILITA O HARDWARE E FICA DESATIVADO PARA INICIO DE SCAN.",CSPE17,"APOS REALIZAR O DIAGNOSTIVO VIA CSD E ANALISE DE LOGS FOI CONSTATADO FALHA DE COMUNICAÇÃO COM O JEDI, REALIZADO A ABERTURA DA TAMPAS DO GANTRY E FEITO DIAGNOSTICO VISUAL ONDE FOI POSSIVEL IDENTIFICAR QUE O CABO FLAT DE INTERCONEXÃO ENTRE JEDI E HEMIT ESTAVA ROMPIDO IMPEDINDO A COMUNICAÇÃO. FOI REALIZADO A TROCA DO CABO, FIXAÇÃO, TESTES FUNCIONAIS OPERACIONAIS COM EXITO.",Closed,Corrective Repair,Corrective Repair,21-08-2018,12:56,21-08-2018 12:56,,VALID,21-08-2018,16:51,21-08-2018 16:51,2807625
3052,a1K8b00000QVUruEAH,equipo se detiene durante reconstrucción,,,7523366,,Field Service,Field Service,DEC-06-2017,archivos de base de datos corruptos,Tube,,Y,Chile,CT,,,equipo se detiene durante reconstrucción,,,equipo se detiene durante reconstrucción,CSPG87,"Se realiza revision de base de datos, se corre comando resetImageDB para eliminar archivos corruptos, se realizan pruebas con usuarios, se deja equipo operativo bajo observacion.",Closed,Corrective Repair,Corrective Repair,21-08-2018,07:08,21-08-2018 07:08,,VALID,21-08-2018,18:02,21-08-2018 18:02,CT1555CL
3053,a1K8b00000QUjyOEAT,Mesa esta rangindo ao subir ou descer,,,7458464,,Remote Service,Remote Service,JUL-22-2016,Not Applicable,Tube,,Y,Brazil,CT,,,Mesa esta rangindo ao subir ou descer,,,Ruido durante movimento UP/DOWN,CSPK09,"Cliente Sra Regina/Mariana (82)3194-3276 , relata que a Mesa de Exames ao realizar o Movimento UP/DOWN está apresentando ruido.
Ruido este ocorendo sem carga na mesa e ficando mais intenso com Paciente.
Cliente revisou tampas de Acabamento e nenhuma avaria identificada.
Necessária visita ao Site para realizar testes com a Mesa de Exames e verificar posicionamento de Tampas e mecanismo UP/DOWN.",Closed,Corrective Repair,Corrective Repair,21-08-2018,04:34,21-08-2018 04:34,,VALID,21-08-2018,19:20,21-08-2018 19:20,CT414045HM5
3054,a1K8b00000QUmHqEAL,Performance // Equipamento desligando sozinho tela preta com erro PC fatal.,,,7460588,,Field Service,Field Service,OCT-14-2016,HOST APRESENTA ERROS AO REINICIAR.,Magnet,,Y,Brazil,MRI,,,Performance // Equipamento desligando sozinho tela preta com erro PC fatal.,,,EQUIPAMENTO APRESENTA PROBLEMAS AO REINICIAR.,CSPI89,"FOI REALIZADO A LIMPEZA DAS PLACAS E DO HOST EM GERAL, REINSTALAÇÃO DAS PLACAS APÓS LIMPEZA E O EQUIPAMENTO FUNCIONOU NORMALMENTE. REALIZADOS TESTES FUNCIONAMENTO OK, EQUIPAMENTO LIBERADO PARA USO.

05/09/2022.: APÓS UMA QUEDA DE ENERGIA OCORRIDA NO DIA 02/09/2022, EQUIPAMENTO TRAVOU E NÃO REINICIOU. DEVIDO À QUEDA DE ENERGIA NO SITE, FOI DANIFICADO O HOST(COMPUTADOR) E OS HD'S DO EQUIPAMENTO. ESSA QUEDA DE ENERGIA OCORREU APÓS 3 HORAS DEPOIS DE NOSSA INTERVENÇÃO, POIS JÁ ESTAVAMOS FORA DA CIDADE. FOI ORIENTADO À SRA. RITA PATRÍCIA QUE O CHAMADO ABERTO NO DIA 18/08/2022, E QUE ESTAVA AGUARDANDO A CHEGADA JUSTAMENTE DESSA PEÇA E QUE A MESMA GEROU IMPORTAÇÃO, O MESMO NÃO SERIA ENCERRADO, POIS APÓS MINHA INTERVENÇÃO NO EQUIPAMENTO, O MESMO FICOU FUNCIONANDO INCLUSIVE COM TESTES EM PACIENTES, MAS APÓS A QUEDA DE ENERGIA, O PROBLEMA SE AGRAVOU. DEPOIS DA TROCA DO HOST, FOI NECESSÁRIO A REALIZAÇÃO DE UM LFC(RECARGA DO SOFTWARE) PARA QUE O EQUIPAMENTO VOLTASSE A FUNCIONAR",Fixed,Corrective Repair,Corrective Repair,21-08-2018,16:10,21-08-2018 16:10,,VALID,21-08-2018,21:11,21-08-2018 21:11,CJRSX1600001CN
3055,a1K8b00000QV8jvEAD,System no reboot for more than 8 days,,,7499756,,Remote Service,Remote Service,AUG-06-2021,"- Rule ID: CTx00311
- Rule Description: System no reboot for more than 8 days
- Equipo con 11 dias (+3 horas) sin reinicio",Magnet,,Y,Mexico HQ,MRI,,,System no reboot for more than 8 days,,,#NAME?,CSRV71,"- Verificacion de ultimos reinicios:

Fri Aug 12 07:36:34 2022
Sun Aug 14 20:33:23 2022
Mon Aug 15 02:47:34 2022
Fri Aug 19 08:19:06 2022
Fri Aug 19 08:50:42 2022

- Equipo con 11 dias (+3 horas) sin reinicio
- Con mensaje de consola para los operadores, se solicita el reinicio del equipo.
- Reinicio exitoso del equipo: Tue Aug 30 11:30:59 2022",Closed,Corrective Repair,Corrective Repair,22-08-2018,17:14,22-08-2018 17:14,,VALID,22-08-2018,01:51,22-08-2018 01:51,CTREVVX2100019CN
